filepath,label,split
data/image/Vegetable Images/validation/Pumpkin/1398.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1367.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1373.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1359.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1365.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1371.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1239.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1211.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1205.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1204.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1210.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1238.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1370.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1364.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1358.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1360.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1374.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1348.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1214.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1228.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1229.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1201.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1215.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1349.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1375.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1361.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1377.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1363.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1388.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1203.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1217.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1216.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1202.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1389.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1362.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Pumpkin/1376.jpg,Pumpkin,val
data/image/Vegetable Images/validation/Cauliflower/1409.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1353.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1435.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1421.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1347.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1390.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1384.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1385.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1391.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1420.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1346.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1352.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1434.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1408.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1378.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1344.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1422.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1436.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1350.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1387.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1393.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1392.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1386.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1437.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1351.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1345.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1423.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1379.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1427.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1341.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1355.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1433.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1369.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1382.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1396.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1397.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1383.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1368.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1354.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1432.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1426.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1340.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1430.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1356.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1342.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1424.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1395.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1381.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1380.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1394.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1419.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1343.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1425.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1431.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1357.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1318.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1456.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1330.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1324.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1442.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1278.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1287.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1293.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1292.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1286.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1279.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1325.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1443.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1457.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1331.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1319.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1441.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1327.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1333.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1455.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1290.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1284.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1285.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1291.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1332.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1454.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1440.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1326.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1322.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1444.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1336.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1256.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1295.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1281.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1280.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1294.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1257.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1451.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1337.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1323.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1445.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1335.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1453.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1447.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1321.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1309.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1255.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1269.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1282.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1296.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1297.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1283.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1268.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1254.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1308.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1446.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1320.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1334.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1452.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1339.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1311.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1305.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1259.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1265.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1271.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1270.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1264.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1258.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1304.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1310.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1338.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1448.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1306.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1312.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1272.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1266.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1299.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1298.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1267.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1273.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1313.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1307.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1449.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1303.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1317.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1459.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1277.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1263.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1288.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1289.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1262.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1276.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1458.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1316.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1302.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1314.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1300.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1328.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1274.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1275.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1329.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1301.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1315.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1428.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1372.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1414.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1400.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1366.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1399.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1398.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1401.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1367.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1373.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1415.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1429.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1359.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1365.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1403.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1417.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1371.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1416.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1370.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1364.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1358.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1406.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1360.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1374.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1412.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1349.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1375.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1413.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1407.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1361.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1411.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1377.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1363.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1405.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1439.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1388.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1389.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1438.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1362.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1404.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1410.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Cauliflower/1376.jpg,Cauliflower,val
data/image/Vegetable Images/validation/Potato/1353.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1347.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1384.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1227.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1233.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1232.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1226.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1385.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1391.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1346.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1352.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1378.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1344.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1350.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1387.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1393.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1026.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1218.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1230.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1224.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1225.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1231.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1219.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1392.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1386.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1351.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1345.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1379.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1341.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1355.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1369.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1382.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1396.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1235.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1221.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1209.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1208.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1220.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1234.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1397.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1383.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1368.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1354.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1340.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1356.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1342.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1395.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1381.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1034.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1222.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1236.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1237.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1223.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1380.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1394.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1343.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1357.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1318.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1330.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1324.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1278.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1244.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1250.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1287.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1293.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1292.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1286.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1251.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1245.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1279.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1325.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1331.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1319.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1327.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1333.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1253.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1247.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1290.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1284.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1285.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1291.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1246.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1252.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1332.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1326.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1322.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1336.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1256.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1242.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1295.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1281.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1280.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1294.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1243.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1257.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1337.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1323.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1335.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1321.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1309.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1241.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1255.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1269.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1282.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1296.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1297.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1283.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1268.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1254.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1240.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1308.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1320.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1334.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1339.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1311.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1305.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1259.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1265.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1271.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1270.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1264.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1258.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1304.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1310.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1338.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1306.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1312.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1272.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1266.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1299.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1298.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1267.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1273.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1313.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1307.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1303.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1317.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1277.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1263.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1288.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1289.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1262.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1276.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1316.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1302.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1314.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1300.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1328.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1260.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1274.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1248.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1249.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1275.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1261.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1329.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1301.jpg,Potato,val
data/image/Vegetable Images/validation/Potato/1315.jpg,Potato,val
